Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-01 00:00:00+01:00,1.2491880655288696,1.2491880655288696,1.2489384412765503,1.2490007877349854,1.2490007877349854,0
2024-05-01 00:05:00+01:00,1.2490007877349854,1.2490788698196411,1.2490007877349854,1.2490788698196411,1.2490788698196411,0
2024-05-01 00:10:00+01:00,1.2490007877349854,1.2490007877349854,1.2489384412765503,1.2489851713180542,1.2489851713180542,0
2024-05-01 00:20:00+01:00,1.2490164041519165,1.2490320205688477,1.2490164041519165,1.2490320205688477,1.2490320205688477,0
2024-05-01 00:25:00+01:00,1.2490320205688477,1.2490476369857788,1.2490007877349854,1.2490007877349854,1.2490007877349854,0
2024-05-01 00:30:00+01:00,1.2489851713180542,1.2490164041519165,1.248953938484192,1.2490164041519165,1.2490164041519165,0
2024-05-01 00:35:00+01:00,1.248860478401184,1.248907208442688,1.248860478401184,1.248907208442688,1.248907208442688,0
2024-05-01 00:40:00+01:00,1.248907208442688,1.24906325340271,1.2488915920257568,1.24906325340271,1.24906325340271,0
2024-05-01 00:45:00+01:00,1.2490476369857788,1.2491099834442139,1.2489851713180542,1.2489851713180542,1.2489851713180542,0
2024-05-01 00:50:00+01:00,1.248969554901123,1.2489851713180542,1.2488915920257568,1.2488915920257568,1.2488915920257568,0
2024-05-01 00:55:00+01:00,1.2489851713180542,1.2490007877349854,1.2488915920257568,1.248953938484192,1.248953938484192,0
2024-05-01 01:00:00+01:00,1.248953938484192,1.2490788698196411,1.248953938484192,1.24906325340271,1.24906325340271,0
2024-05-01 01:05:00+01:00,1.2490788698196411,1.249125599861145,1.24906325340271,1.2490788698196411,1.2490788698196411,0
2024-05-01 01:10:00+01:00,1.2490476369857788,1.2490476369857788,1.2487823963165283,1.2487823963165283,1.2487823963165283,0
2024-05-01 01:15:00+01:00,1.2488292455673218,1.2488292455673218,1.2486108541488647,1.248688817024231,1.248688817024231,0
2024-05-01 01:20:00+01:00,1.2484861612319946,1.2486733198165894,1.2482680082321167,1.2482680082321167,1.2482680082321167,0
2024-05-01 01:25:00+01:00,1.2482680082321167,1.2485017776489258,1.2482212781906128,1.2483927011489868,1.2483927011489868,0
2024-05-01 01:30:00+01:00,1.2483770847320557,1.248579740524292,1.2483770847320557,1.248579740524292,1.248579740524292,0
2024-05-01 01:35:00+01:00,1.2487200498580933,1.2487356662750244,1.2486733198165894,1.2487200498580933,1.2487200498580933,0
2024-05-01 01:40:00+01:00,1.248688817024231,1.248688817024231,1.248533010482788,1.2486108541488647,1.2486108541488647,0
2024-05-01 01:45:00+01:00,1.2486577033996582,1.2486577033996582,1.248533010482788,1.2486108541488647,1.2486108541488647,0
2024-05-01 01:50:00+01:00,1.248579740524292,1.2486577033996582,1.248470664024353,1.2486577033996582,1.2486577033996582,0
2024-05-01 01:55:00+01:00,1.2485953569412231,1.2487356662750244,1.2485953569412231,1.2486577033996582,1.2486577033996582,0
2024-05-01 02:00:00+01:00,1.2485953569412231,1.2488136291503906,1.2485953569412231,1.2488136291503906,1.2488136291503906,0
2024-05-01 02:05:00+01:00,1.2487980127334595,1.2488915920257568,1.2487200498580933,1.2488915920257568,1.2488915920257568,0
2024-05-01 02:10:00+01:00,1.248844861984253,1.2489384412765503,1.248844861984253,1.248907208442688,1.248907208442688,0
2024-05-01 02:15:00+01:00,1.248844861984253,1.248907208442688,1.2488136291503906,1.2488136291503906,1.2488136291503906,0
2024-05-01 02:20:00+01:00,1.2488136291503906,1.2488136291503906,1.2487356662750244,1.2487356662750244,1.2487356662750244,0
2024-05-01 02:25:00+01:00,1.2487356662750244,1.248860478401184,1.248704433441162,1.2487980127334595,1.2487980127334595,0
2024-05-01 02:30:00+01:00,1.248751163482666,1.248751163482666,1.2485953569412231,1.2485953569412231,1.2485953569412231,0
2024-05-01 02:35:00+01:00,1.248470664024353,1.248470664024353,1.2483770847320557,1.2484394311904907,1.2484394311904907,0
2024-05-01 02:40:00+01:00,1.2484550476074219,1.2484861612319946,1.2483303546905518,1.2483303546905518,1.2483303546905518,0
2024-05-01 02:45:00+01:00,1.2482836246490479,1.248533010482788,1.2482836246490479,1.248533010482788,1.248533010482788,0
2024-05-01 02:50:00+01:00,1.248626470565796,1.248626470565796,1.2485017776489258,1.2485017776489258,1.2485017776489258,0
2024-05-01 02:55:00+01:00,1.2484238147735596,1.2484238147735596,1.2483303546905518,1.2483770847320557,1.2483770847320557,0
2024-05-01 03:00:00+01:00,1.2484238147735596,1.2484238147735596,1.2483770847320557,1.2483770847320557,1.2483770847320557,0
2024-05-01 03:05:00+01:00,1.2483458518981934,1.2483458518981934,1.2480499744415283,1.2480499744415283,1.2480499744415283,0
